Id;experiment_id;experiment_name;source_id;target_id;strategy;emission_mode;total_samples;latency_samples;average_latency;minimum_latency;maximum_latency;standard_deviation_of_latency
11;1768844928352;RTT - Ping Emission: SERIES - N.Pings: 1;0a3f31673eb194e8;5CTP;P2P_STAR;SERIES;1;[184.166385];184.166385;184.166385;184.166385;0.0
12;1768844930851;RTT - Ping Emission: SERIES - N.Pings: 1;0a3f31673eb194e8;5CTP;P2P_STAR;SERIES;1;[532.267385];532.267385;532.267385;532.267385;0.0
13;1768844937398;RTT - Ping Emission: PARALLEL - N.Pings: 1000;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;1000;[141.883385,195.604,201.628077,260.248923,394.87423,396.086692,397.511692,399.74677,400.558384,402.028307,403.846846,415.490154,435.563385,467.284616,475.747615,554.040538,560.434769,565.470231,570.945846,581.227615,586.071615,587.625538,588.575923,591.097846,594.400385,595.565846,596.203692,613.914846,618.195154,628.999923,740.390846,742.706154,744.432616,792.141846,802.856538,804.029154,804.848308,806.655769,812.969538,813.722077,814.209308,816.258847,816.54,818.269154,818.564615,819.056539,821.285538,821.931308,825.266231,827.858538,847.319769,853.060616,889.743077,893.749154,899.979077,907.916847,917.340077,921.723924,932.514769,948.645616,951.704385,961.931077,964.371385,971.715923,980.389769,994.064924,996.397847,1005.987692,1027.173308,1033.856539,1043.819,1047.962077,1149.968,1152.549539,1154.861231,1155.571692,1157.392923,1157.986154,1160.534154,1161.559615,1162.282462,1165.896308,1166.236539,1166.699616,1168.342462,1168.540693,1171.626846,1203.727154,1206.217154,1208.310231,1231.633538,1265.422538,1275.008077,1287.378231,1311.509462,1317.555308,1326.229923,1334.187308,1345.550462,1353.227692,1361.42677,1369.760539,1371.049462,1373.977538,1388.036308,1390.700615,1405.652846,1426.663769,1529.371384,1529.812538,1531.522384,1536.526539,1537.218231,1537.863923,1538.667693,1540.147077,1541.233846,1541.381539,1541.569615,1542.020923,1542.281154,1543.287077,1543.808307,1544.536385,1545.437539,1546.954692,1547.742846,1548.930462,1549.101846,1550.593231,1553.742385,1569.214077,1570.996,1579.964307,1590.798769,1607.233231,1624.722769,1800.429308,1800.813769,1801.072692,1801.759077,1804.12,1805.030692,1805.336077,1806.320539,1806.580539,1806.983077,1807.597231,1808.832924,1809.033538,1809.399692,1809.754461,1810.901539,1811.54277,1812.308308,1816.555077,1816.824693,1817.337538,1819.603154,1819.858769,1820.358769,1821.179924,1822.486077,1822.974769,1823.577539,1923.343385,1925.880077,1932.544,1938.083,1942.407923,1944.919615,1948.563692,1951.675077,1954.026153,1957.543385,1959.988923,1963.376539,1967.249923,1970.439923,1972.357923,1974.713231,1979.193231,1982.092308,1983.669,1986.391308,1987.099307,1988.531692,1988.766385,1988.832,1989.581616,2002.719769,2033.946384,2037.583769,2059.454461,2070.886769,2086.095693,2103.90623,2112.443154,2121.566692,2131.705538,2146.783154,2153.343615,2163.146385,2179.148539,2180.722385,2284.871923,2286.852615,2287.034769,2287.514462,2288.329846,2289.213538,2290.932616,2295.881615,2296.202462,2296.992616,2299.344,2324.260846,2330.912693,2346.225846,2353.829615,2355.733539,2369.889923,2383.79477,2398.353231,2437.766846,2449.432539,2456.500308,2471.225231,2476.638692,2479.893231,2481.556308,2483.331077,2486.393846,2494.460846,2508.845538,2514.161231,2519.617539,2534.744693,2539.628924,2546.169538,2548.813154,2550.988308,2561.493308,2736.252385,2746.115616,2756.211077,2758.053539,2760.937923,2764.001923,2767.201615,2769.827077,2773.019461,2775.347769,2777.164923,2779.151461,2781.526693,2783.085539,2784.651384,2787.394462,2790.224307,2791.813231,2793.542154,2795.866077,2798.760923,2800.464308,2801.568924,2803.120847,2814.199616,2824.491692,2833.869539,2837.872,2842.75777,2854.08,2859.067384,2876.975308,2883.042769,2888.095769,2902.060924,2910.048615,2914.242461,2978.700923,2981.951385,2982.426154,3069.000385,3072.252923,3073.847384,3078.048,3080.377769,3087.835769,3088.668616,3089.044,3089.512384,3090.338693,3091.247154,3091.435385,3093.058385,3093.337461,3095.304923,3095.763616,3096.188924,3097.050769,3097.556923,3097.955,3098.826077,3100.848616,3113.594769,3119.352308,3156.061462,3159.607384,3165.349924,3178.371693,3181.320308,3197.332538,3208.468,3225.484846,3241.639077,3249.244539,3264.574769,3279.559,3298.914077,3310.081538,3419.468924,3421.017308,3422.289923,3423.101539,3424.177616,3427.060539,3427.264231,3427.47577,3428.289154,3429.352923,3429.764385,3431.467077,3445.150155,3445.697846,3454.471462,3461.706154,3476.137538,3478.201538,3485.464231,3502.867308,3544.26977,3547.191077,3548.864231,3550.899077,3585.628923,3586.941154,3589.402385,3621.920231,3623.884077,3624.302154,3722.566462,3727.895693,3731.235692,3732.747,3734.029538,3735.863384,3737.617,3739.021846,3741.749231,3800.167077,3802.169308,3802.459385,3804.282231,3807.78177,3808.003308,3808.118769,3810.384616,3814.681154,3815.906539,3817.732077,3818.696308,3819.956539,3821.938462,3824.349231,3826.912308,3829.650462,3832.247385,3833.937538,3834.984077,3836.860924,3838.614231,3839.296231,3842.453,3845.163078,3847.599692,3849.992231,3851.30277,3853.704615,3856.169538,3857.355693,3860.698847,3862.939385,3864.960308,3867.092077,3869.358231,3873.486462,3881.554847,3894.930154,3897.356,3900.019923,3902.188077,3907.439692,3910.023693,3914.079077,3916.352077,3923.280616,3926.570154,3931.049615,3936.530231,3958.766385,3960.626693,3962.539155,3965.918231,3973.455154,3978.012693,3980.129231,3982.782462,3984.589308,3987.957462,3994.457539,3997.596308,4009.737001,4014.470154,4017.468308,4021.629231,4024.241538,4027.534462,4032.191308,4034.507077,4041.21477,4059.214461,4068.517846,4078.874077,4081.849231,4085.177231,4088.627462,4089.288001,4179.614385,4183.644846,4189.206462,4195.860001,4202.480923,4208.145846,4211.996923,4213.242231,4217.050154,4217.296308,4217.700385,4217.938077,4218.392616,4218.831923,4218.988923,4219.149154,4219.372307,4219.810154,4220.108538,4220.626077,4221.599385,4223.236077,4223.560001,4223.652923,4225.058231,4225.152077,4225.751385,4226.276923,4226.738154,4227.090462,4228.349539,4230.362462,4245.769539,4246.499385,4246.647769,4260.584923,4262.228616,4264.485231,4266.718769,4269.150231,4278.153539,4280.572308,4285.424538,4289.703924,4324.188693,4327.453769,4330.381307,4333.369231,4340.255154,4342.640693,4343.925923,4347.451923,4351.326846,4355.249539,4357.380385,4358.353846,4358.842077,4364.952615,4368.604,4369.126538,4371.142693,4377.079154,4380.754693,4387.578692,4391.665539,4396.557846,4401.248539,4403.231154,4408.842847,4414.406539,4428.601308,4430.540308,4433.708616,4437.216615,4439.07377,4440.594231,4458.704,4576.817538,4580.533539,4583.578462,4586.712231,4591.432923,4594.564,4602.734385,4604.587923,4606.638077,4608.440692,4610.165154,4613.479385,4623.135385,4624.920846,4626.982462,4629.281923,4631.114231,4634.871693,4637.288846,4640.345231,4642.584924,4644.646231,4647.161539,4650.733,4651.887462,4653.695923,4658.158385,4660.635385,4663.280231,4666.461538,4668.268001,4669.699923,4671.824846,4673.288846,4674.725154,4676.278385,4727.684231,4731.041231,4741.483615,4746.494231,4751.234154,4751.552,4752.909539,4756.328,4758.734154,4761.406385,4763.967462,4765.988615,4770.161001,4771.874692,4773.352924,4774.875616,4776.772385,4778.900539,4782.849923,4783.043924,4783.270847,4783.422462,4784.140616,4784.907,4785.78,4787.501231,4788.664846,4789.450692,4789.968,4790.516231,4791.206539,4792.515077,4794.488308,4794.670769,4795.193231,4795.814847,4797.191078,4797.505846,4797.896,4798.503385,4799.295693,4807.342385,4809.212001,4810.920385,4812.032616,4814.513308,4819.709616,4825.16777,4927.023385,4930.179615,4932.458154,4934.498077,4936.080923,4940.040385,4944.02777,4947.881615,4951.702155,4954.88,4957.318154,4959.111615,4960.686461,4962.469769,4963.642769,4965.331154,4966.263077,4967.846384,4969.430769,4972.544616,4974.834155,4975.927077,4976.714539,4977.417154,4978.643,4980.859462,4982.547924,4983.927001,4984.712923,4986.761539,4988.254461,4989.308308,4990.451078,4993.464308,4997.076077,4999.356539,5016.132231,5016.615385,5018.278846,5019.129,5024.179923,5028.589,5034.95477,5052.689923,5053.666693,5053.970385,5057.557308,5077.120693,5079.626847,5082.642539,5085.850769,5089.361847,5093.437001,5095.951,5100.388231,5104.871077,5109.752077,5113.932692,5118.299155,5121.719078,5136.775385,5139.984385,5144.233538,5149.359924,5153.659924,5158.253462,5163.418462,5175.779077,5180.15577,5186.544308,5189.280001,5194.342231,5197.421231,5200.752924,5203.250155,5206.757846,5211.839616,5214.681539,5217.143001,5315.535385,5319.13177,5323.787078,5327.236616,5331.819078,5336.198385,5338.679385,5346.398231,5353.763769,5357.554462,5361.071385,5364.258769,5366.642539,5373.487616,5375.158461,5376.840539,5379.296231,5381.164539,5383.229538,5383.957539,5385.256923,5386.643385,5388.244616,5388.960693,5389.811001,5390.378154,5391.29477,5392.216846,5392.443,5392.873847,5429.157846,5433.79877,5435.296001,5439.46977,5444.674693,5447.097231,5449.002846,5449.930846,5451.016616,5451.518077,5453.169154,5453.779616,5456.175693,5456.409847,5457.000308,5457.910231,5458.328308,5459.049846,5459.654539,5460.657308,5467.08177,5479.886461,5482.189769,5492.449001,5497.163615,5502.425231,5504.577539,5527.510154,5534.668077,5537.079461,5539.326154,5543.62,5545.692001,5553.631462,5556.297539,5558.293308,5562.895693,5564.175692,5566.304308,5567.572385,5568.732308,5569.485615,5570.402155,5581.686693,5712.258385,5715.771308,5718.074154,5722.779692,5725.56277,5730.170462,5733.428539,5737.632308,5743.687923,5748.168924,5749.787616,5751.767693,5754.363001,5763.095154,5765.143078,5771.113308,5772.385539,5774.145847,5774.408923,5774.524308,5774.610077,5774.680308,5774.772,5774.842077,5774.913462,5777.799462,5779.321923,5779.578846,5779.668308,5779.709308,5779.841846,5779.971923,5780.233308,5780.489616,5781.281308,5781.563385,5782.207077,5782.772,5783.140846,5783.398847,5783.641923,5783.984693,5784.265846,5784.742154,5785.179077,5792.964308,5793.263308,5798.095616,5798.427385,5799.218154,5801.660693,5802.699308,5806.607385,5808.766231,5814.193924,5818.256,5823.126462,5829.694154,5840.957308,5846.248077,5846.636077,5848.395693,5852.626539,5855.353847,5859.211077,5884.884077,5888.864231,5895.065231,5897.988385,5899.981231,5901.355923,5903.831154,5910.335,5912.71077,5915.922462,5919.588077,5922.307385,5926.826077,5932.716308,5935.591,5938.435077,5943.809847,5948.245846,5962.470231,6060.5,6063.637616,6066.788615,6069.582769,6071.239385,6073.501539,6075.794769,6078.921231,6081.003308,6083.387924,6085.616385,6089.436078,6092.43477,6094.738462,6096.268231,6099.322231,6101.843154,6104.266154,6108.473846,6113.554769,6115.577539,6120.077846,6121.575462,6127.935154,6132.435308,6135.724616,6137.084616,6139.917846,6143.946154,6145.245462,6147.262692,6150.888385,6153.549846,6154.071385,6155.682769,6157.028,6160.150462,6160.325155,6161.124385,6161.810692,6162.384308,6163.724616,6163.937923,6166.478231,6172.142231,6186.144923,6186.222078,6202.718078,6202.894462,6204.134078,6205.202693,6207.48977,6209.014692,6221.728616,6227.297462,6230.580385,6234.852616,6239.583309,6240.952231,6242.493308,6245.725231,6259.962539,6265.731462,6270.770693,6274.868385,6277.344693,6280.106077,6282.607,6291.451462,6294.461231,6297.503154,6301.965308,6314.727693,6318.333615,6318.553231,6318.652001,6318.954462,6322.503385,6325.941846,6436.92,6439.421,6442.072616,6444.501847,6446.962154,6453.282693,6456.400308,6458.684308,6460.870231,6465.58377,6466.63777,6468.528001,6470.064847,6470.600924,6470.990769,6471.238847,6472.629846,6472.681231,6473.196231,6474.457,6474.977001,6475.024616,6475.494462,6477.296539,6477.484001,6477.628308,6478.358692,6478.801462,6479.489231,6479.616616,6479.724308,6493.920924,6496.06677,6497.379154,6498.412539,6502.374154,6508.527077,6512.85477,6517.931077,6524.251077,6532.185539,6536.842693,6560.726154,6563.895769,6568.242462,6570.608232,6581.239693,6584.200923,6589.388615,6597.567077,6598.845231,6706.006385,6707.242385,6708.994693,6710.273231,6711.432308,6713.070231,6714.880231,6716.631385,6718.351462,6719.587308,6720.924077,6722.456615,6723.902769,6725.303693,6727.069539,6728.588616,6729.682769,6730.882692,6732.022538,6733.134462,6829.689,6831.654769,6836.193462,6839.339077,6842.728078,6845.286769,6846.987923,6848.890462,6851.003616,6852.866462,6858.059154,6861.010154,6864.545,6868.153462];4107.024241145001;141.883385;6868.153462;1795.3569364030666
14;1768844997297;RTT - Ping Emission: PARALLEL - N.Pings: 100;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;100;[220.611462,338.707616,341.828,345.062385,366.309539,391.536385,397.003077,411.682461,427.172,562.336539,568.811385,571.262231,575.680923,581.340693,585.033154,589.866154,590.566846,598.076307,599.870847,603.511462,607.374231,609.652692,612.647692,615.003308,617.801769,630.792307,635.747615,640.628616,645.972077,661.300308,665.760923,668.290462,674.790154,682.160308,684.655385,698.656385,701.615693,705.603385,708.974462,714.028308,726.563307,728.624077,730.767,732.735308,735.086846,738.459923,746.987384,752.118077,756.035615,758.525231,761.228693,763.296385,866.993461,870.037846,873.503462,875.78777,881.383615,884.369616,887.989154,892.830462,896.627384,900.145846,903.039154,906.507385,910.950692,913.783693,917.796846,922.704231,925.015384,927.601308,932.941,935.27377,938.155385,940.238769,942.671307,944.774231,948.919385,950.563154,953.370462,957.859077,960.491,964.676,966.656846,974.066693,975.133461,976.408616,978.659385,979.551154,980.328693,981.336,982.703077,983.465462,984.400231,985.791308,986.724307,987.508615,988.426693,989.536077,990.725616,991.987923];769.8856439799996;220.611462;991.987923;192.29719376437495
15;1768844999913;RTT - Ping Emission: PARALLEL - N.Pings: 100;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;100;[59.778077,72.676308,85.056539,249.190692,251.986847,255.318231,257.106077,258.489539,260.195616,261.757615,263.186153,265.185538,265.775385,267.588923,268.721846,269.132307,270.405,271.875154,272.307923,273.336538,274.235693,275.589231,276.884308,277.980077,279.343769,280.057461,281.865539,284.149846,285.570077,287.339384,289.015693,290.640923,291.83977,293.680923,304.278539,376.304308,378.442231,381.214846,388.361539,393.001231,401.114538,412.095693,415.953154,417.961846,419.588001,434.786153,438.282692,447.54177,451.211384,454.935693,462.400538,470.032385,578.09477,583.091077,587.906153,589.950769,593.216,596.057461,599.554385,604.271077,609.02,613.248923,616.545231,619.356693,622.230846,624.861154,627.575,629.914769,632.673154,635.416,637.051692,638.776923,640.385154,642.094846,644.148,646.318769,647.94677,650.572538,651.894539,653.472616,655.498769,657.322692,659.266154,660.680308,662.664231,663.866231,665.509616,668.042462,669.893846,671.892077,673.736308,674.266077,675.496308,675.867,677.193847,688.747385,693.457154,694.997462,698.625461,700.172384];470.17610624000014;59.778077;700.172384;180.88414612569113
16;1768845001948;RTT - Ping Emission: PARALLEL - N.Pings: 100;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;100;[211.699923,215.468846,218.079692,219.303,220.693847,222.916847,224.084,247.460538,251.384616,258.577846,261.859384,269.853846,287.565923,294.273231,301.793769,314.270769,327.860924,335.053154,447.941231,453.017462,457.211615,459.298077,462.24,465.592308,467.853231,470.085769,472.226692,474.083923,476.124846,477.949923,479.782231,481.308847,482.72923,500.420615,501.244,502.488231,504.777462,526.504231,528.027154,530.548307,531.698077,533.700384,545.877769,548.406077,550.580693,553.615,557.227077,566.716923,568.240923,570.735692,571.580077,587.836307,591.279076,594.365616,597.747308,599.095153,601.717,603.43477,605.681308,607.533616,609.280539,617.9,619.102769,621.654769,629.899616,631.528847,633.885231,652.544615,653.736,654.911154,656.663077,658.320923,665.461231,666.99877,668.976307,687.260616,689.035384,691.023615,692.601308,693.892308,695.794231,705.853846,706.846154,707.794461,709.188923,717.923693,719.507308,720.334077,816.233923,816.637308,821.829,822.824,823.756077,824.675076,825.153308,826.14523,827.118846,827.903154,828.579077,829.356384];554.5885554099998;211.699923;829.356384;173.71577421756137
17;1768845004078;RTT - Ping Emission: PARALLEL - N.Pings: 100;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;100;[296.306077,298.230538,300.077231,317.859154,320.768308,323.282846,375.146231,378.116231,382.366231,385.366154,388.858693,407.146693,421.453154,436.719769,455.164616,474.578077,497.791692,588.160615,592.14,595.461,601.918385,611.484385,615.185308,618.760923,622.618846,627.508384,632.031385,639.093308,643.128615,647.533846,652.71477,656.916923,659.516308,662.727615,666.271077,669.650769,673.110231,680.412924,682.691693,686.195077,690.435616,693.83023,697.030692,700.831461,702.278462,704.757769,707.19223,708.916,711.643385,713.275616,717.032616,719.42177,721.421846,723.891154,726.61477,728.402846,729.917615,732.109846,733.641538,735.155692,736.823385,740.704385,745.04923,748.452538,750.758231,756.134231,759.427384,773.954846,777.359154,780.252923,784.300692,788.427615,792.410077,795.371077,799.842846,804.086154,815.40677,819.884385,822.655693,826.168923,835.052308,839.004616,840.621154,843.018154,845.481231,847.606847,860.452384,862.291385,866.280308,868.060692,969.864,975.933616,981.596923,986.029923,988.089846,990.973462,997.118154,999.255154,1001.785923,1004.052308];695.02304163;296.306077;1004.052308;176.88709880360778
18;1768845006991;RTT - Ping Emission: PARALLEL - N.Pings: 10;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;10;[62.245846,171.691769,176.845231,182.367692,189.475076,199.713846,203.292308,207.454461,212.418693,214.706154];182.0211076;62.245846;214.706154;42.35558743723474
19;1768845008893;RTT - Ping Emission: PARALLEL - N.Pings: 10;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;10;[89.293154,113.345846,121.946462,123.074769,141.628692,144.159307,148.315692,159.535923,164.249308,169.100923];137.46500759999998;89.293154;169.100923;23.948712119749487
20;1768845011109;RTT - Ping Emission: PARALLEL - N.Pings: 10;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;10;[121.955077,137.667692,156.914539,159.626693,163.70123,181.912308,206.183384,215.145231,218.020923,220.181846];178.13089229999997;121.955077;220.181846;33.651964158595256
21;1768845013092;RTT - Ping Emission: PARALLEL - N.Pings: 10;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;10;[207.532307,339.442769,343.839615,348.088846,354.154231,358.636231,363.569615,370.102846,372.835,375.821];343.402246;207.532307;375.821;46.77933326296886
22;1768845015090;RTT - Ping Emission: PARALLEL - N.Pings: 10;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;10;[217.948616,221.736693,226.516308,231.503615,233.890846,236.315615,238.067077,240.508615,242.83323,245.965846];233.5286461;217.948616;245.965846;8.680645486454639
23;1768845019240;RTT - Ping Emission: PARALLEL - N.Pings: 1;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;1;[105.116538];105.116538;105.116538;105.116538;0.0
24;1768845021086;RTT - Ping Emission: PARALLEL - N.Pings: 1;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;1;[182.765539];182.765539;182.765539;182.765539;0.0
25;1768845023273;RTT - Ping Emission: PARALLEL - N.Pings: 1;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;1;[189.749846];189.749846;189.749846;189.749846;0.0
26;1768845025106;RTT - Ping Emission: PARALLEL - N.Pings: 1;0a3f31673eb194e8;5CTP;P2P_STAR;PARALLEL;1;[193.279923];193.279923;193.279923;193.279923;0.0
